N,P,K,temperature,humidity,ph,rainfall,soil_type,season,district,irrigation,label
58,45,35,17.05,50.67,6.86,152.99,Sandy Soil,Rabi,Kutch,Low,Mustard
75,49,43,28.78,66.1,6.64,798.07,Alluvial Soil,Kharif,Anand,High,Maize
84,32,44,19.53,49.31,7.51,187.33,Alluvial Soil,Rabi,Anand,Medium,Wheat
98,51,46,17.9,46.83,6.0,256.56,Clay Soil,Rabi,Rajkot,Medium,Wheat
50,39,39,34.46,38.07,7.32,271.89,Loamy Soil,Kharif,Banaskantha,Low,Bajra
49,33,31,31.36,55.93,5.97,431.49,Alluvial Soil,Kharif,Anand,Low,Castor
41,29,25,25.26,38.88,7.29,73.65,Alluvial Soil,Rabi,Jamnagar,Low,Cumin
33,52,37,20.78,42.26,6.21,154.19,Clay Soil,Rabi,Ahmedabad,Low,Gram
95,40,36,20.34,51.86,6.0,240.74,Loamy Soil,Rabi,Banaskantha,Medium,Wheat
38,31,31,24.81,28.83,6.08,112.29,Alluvial Soil,Rabi,Jamnagar,Low,Cumin
54,46,38,20.77,54.06,6.59,174.01,Sandy Soil,Rabi,Mehsana,Low,Mustard
39,37,33,23.92,32.66,5.87,64.8,Loamy Soil,Rabi,Banaskantha,Low,Cumin
61,42,29,16.42,54.32,5.74,143.16,Loamy Soil,Rabi,Banaskantha,Low,Mustard
37,53,27,26.68,70.78,6.08,636.61,Black Soil,Kharif,Amreli,Medium,Groundnut
38,34,24,18.0,34.63,6.41,118.55,Sandy Soil,Rabi,Rajkot,Low,Cumin
36,32,30,21.62,40.32,6.56,132.37,Loamy Soil,Rabi,Rajkot,Low,Cumin
34,43,34,30.74,74.01,6.74,676.54,Black Soil,Kharif,Bhavnagar,Medium,Groundnut
59,36,35,17.83,53.43,6.42,194.17,Alluvial Soil,Rabi,Banaskantha,Low,Mustard
83,42,42,26.58,71.71,6.54,863.38,Loamy Soil,Kharif,Banaskantha,High,Maize
104,53,42,32.93,63.08,6.56,970.67,Alluvial Soil,Kharif,Bhavnagar,Medium,Cotton
59,28,23,30.39,54.49,6.98,383.07,Sandy Soil,Kharif,Anand,Low,Castor
35,54,45,21.09,44.62,6.88,163.09,Clay Soil,Rabi,Ahmedabad,Low,Gram
75,41,43,19.73,53.1,6.42,173.47,Loamy Soil,Rabi,Ahmedabad,Low,Mustard
47,40,36,28.94,77.13,6.29,595.12,Loamy Soil,Kharif,Jamnagar,Medium,Groundnut
48,32,29,33.07,53.73,7.29,376.58,Alluvial Soil,Kharif,Mehsana,Low,Castor
36,20,25,32.42,49.99,6.17,381.85,Sandy Soil,Kharif,Junagadh,Low,Sesame
31,43,38,19.03,46.05,7.58,156.49,Clay Soil,Rabi,Rajkot,Low,Gram
27,49,28,21.21,40.51,7.13,136.45,Loamy Soil,Rabi,Junagadh,Low,Gram
61,38,29,19.04,52.6,5.53,144.41,Sandy Soil,Rabi,Jamnagar,Low,Mustard
91,54,54,31.2,71.99,6.24,802.16,Black Soil,Kharif,Amreli,High,Cotton
59,44,35,19.01,53.84,6.55,191.75,Sandy Soil,Rabi,Ahmedabad,Low,Mustard
58,28,35,36.69,41.35,5.6,343.15,Loamy Soil,Kharif,Jamnagar,Low,Bajra
62,40,31,20.53,49.47,6.66,152.66,Loamy Soil,Rabi,Kutch,Low,Mustard
36,27,25,23.64,37.63,6.36,97.64,Alluvial Soil,Rabi,Jamnagar,Low,Cumin
52,48,18,28.0,59.35,5.75,450.48,Loamy Soil,Kharif,Banaskantha,Low,Castor
28,32,26,24.69,38.71,6.42,72.54,Alluvial Soil,Rabi,Mehsana,Low,Cumin
52,23,29,31.8,39.07,5.36,282.95,Loamy Soil,Kharif,Kutch,Low,Bajra
50,32,31,27.95,54.88,6.22,492.1,Alluvial Soil,Kharif,Anand,Low,Castor
36,47,33,25.04,46.26,5.67,160.91,Clay Soil,Rabi,Rajkot,Low,Gram
60,36,34,17.25,55.12,6.11,198.98,Sandy Soil,Rabi,Ahmedabad,Low,Mustard
61,35,38,15.5,52.94,6.09,139.81,Loamy Soil,Rabi,Jamnagar,Low,Mustard
48,40,34,38.05,36.15,6.93,297.88,Sandy Soil,Kharif,Kutch,Low,Bajra
37,26,39,23.73,37.6,6.97,111.98,Alluvial Soil,Rabi,Jamnagar,Low,Cumin
43,34,31,22.27,32.16,6.93,134.03,Sandy Soil,Rabi,Rajkot,Low,Cumin
52,37,30,31.68,42.17,6.66,265.13,Sandy Soil,Kharif,Mehsana,Low,Bajra
48,44,37,29.51,73.58,6.75,671.13,Black Soil,Kharif,Rajkot,Medium,Groundnut
46,34,30,31.56,42.63,6.92,234.6,Loamy Soil,Kharif,Jamnagar,Low,Bajra
34,46,35,28.19,76.51,6.73,695.68,Black Soil,Kharif,Junagadh,Medium,Groundnut
91,51,43,17.74,47.18,6.08,219.82,Loamy Soil,Rabi,Ahmedabad,Medium,Wheat
42,48,41,22.37,41.46,7.49,184.76,Clay Soil,Rabi,Ahmedabad,Low,Gram
52,36,33,33.35,37.55,6.24,304.13,Sandy Soil,Kharif,Banaskantha,Low,Bajra
95,54,36,29.56,60.86,7.58,880.85,Red Soil,Kharif,Ahmedabad,High,Maize
36,30,34,23.31,32.64,6.51,145.93,Alluvial Soil,Rabi,Banaskantha,Low,Cumin
59,43,34,20.02,49.08,6.49,197.59,Loamy Soil,Rabi,Banaskantha,Low,Mustard
56,33,31,33.68,37.33,6.48,335.11,Loamy Soil,Kharif,Mehsana,Low,Bajra
46,37,23,30.96,53.39,6.2,445.62,Sandy Soil,Kharif,Banaskantha,Low,Castor
29,48,38,23.72,40.57,7.57,171.74,Loamy Soil,Rabi,Jamnagar,Low,Gram
51,39,37,31.69,43.03,6.2,239.19,Sandy Soil,Kharif,Banaskantha,Low,Bajra
26,29,29,21.65,38.87,7.04,129.47,Loamy Soil,Rabi,Banaskantha,Low,Cumin
40,61,30,18.76,42.97,6.98,158.38,Loamy Soil,Rabi,Jamnagar,Low,Gram
37,46,37,27.89,73.04,6.45,711.87,Loamy Soil,Kharif,Rajkot,Medium,Groundnut
53,34,34,35.62,43.07,7.39,302.58,Sandy Soil,Kharif,Ahmedabad,Low,Bajra
29,47,28,24.62,42.83,6.55,191.67,Loamy Soil,Rabi,Junagadh,Low,Gram
62,40,36,21.12,58.32,6.42,139.15,Alluvial Soil,Rabi,Ahmedabad,Low,Mustard
59,37,37,17.8,53.02,6.42,185.15,Loamy Soil,Rabi,Mehsana,Low,Mustard
38,31,39,24.35,35.1,6.16,95.27,Sandy Soil,Rabi,Mehsana,Low,Cumin
83,51,42,28.59,72.07,6.06,888.89,Red Soil,Kharif,Banaskantha,High,Maize
106,57,44,32.16,71.51,6.25,729.41,Alluvial Soil,Kharif,Rajkot,High,Cotton
32,37,32,27.69,71.46,6.46,594.86,Loamy Soil,Kharif,Junagadh,Medium,Groundnut
33,53,35,19.47,39.33,5.88,153.4,Black Soil,Rabi,Rajkot,Low,Gram
61,30,32,32.54,37.93,6.41,278.2,Loamy Soil,Kharif,Mehsana,Low,Bajra
55,34,33,30.65,55.77,6.7,401.22,Sandy Soil,Kharif,Kutch,Low,Castor
89,44,41,25.71,70.62,6.11,904.96,Red Soil,Kharif,Ahmedabad,High,Maize
40,50,28,23.25,46.03,6.69,210.6,Black Soil,Rabi,Vadodara,Low,Gram
80,48,42,19.38,46.49,6.09,224.13,Black Soil,Rabi,Anand,Medium,Wheat
79,44,42,28.81,67.97,5.81,919.46,Red Soil,Kharif,Ahmedabad,High,Maize
43,29,29,29.07,54.37,6.84,473.96,Loamy Soil,Kharif,Banaskantha,Low,Castor
59,36,36,30.69,38.45,7.41,328.48,Loamy Soil,Kharif,Banaskantha,Low,Bajra
26,33,21,27.11,31.56,6.46,147.64,Alluvial Soil,Rabi,Rajkot,Low,Cumin
43,32,22,28.97,48.77,6.46,479.36,Alluvial Soil,Kharif,Mehsana,Low,Castor
30,38,24,22.99,40.42,6.04,109.87,Alluvial Soil,Rabi,Rajkot,Low,Cumin
32,38,28,20.64,38.64,6.55,134.29,Sandy Soil,Rabi,Banaskantha,Low,Cumin
30,21,26,30.86,53.85,5.43,439.06,Sandy Soil,Kharif,Kutch,Low,Sesame
75,33,27,31.99,39.08,7.26,267.24,Loamy Soil,Kharif,Jamnagar,Low,Bajra
81,52,35,17.09,46.28,6.6,253.07,Alluvial Soil,Rabi,Ahmedabad,Medium,Wheat
93,41,41,21.08,47.87,6.15,200.59,Alluvial Soil,Rabi,Rajkot,Medium,Wheat
30,24,29,23.12,32.51,6.63,98.1,Loamy Soil,Rabi,Banaskantha,Low,Cumin
85,49,50,19.06,46.87,6.15,202.97,Black Soil,Rabi,Rajkot,Medium,Wheat
40,41,31,30.67,71.73,6.68,677.07,Loamy Soil,Kharif,Rajkot,Medium,Groundnut
91,51,52,19.63,46.71,6.53,196.84,Loamy Soil,Rabi,Rajkot,Medium,Wheat
21,60,32,22.17,41.14,6.2,147.03,Black Soil,Rabi,Ahmedabad,Low,Gram
34,26,27,23.65,32.69,6.7,120.97,Alluvial Soil,Rabi,Jamnagar,Low,Cumin
68,52,42,25.5,64.77,7.27,982.09,Red Soil,Kharif,Mehsana,High,Maize
106,58,51,32.36,61.67,6.5,764.46,Black Soil,Kharif,Vadodara,Medium,Cotton
50,46,26,28.49,73.11,6.2,678.68,Loamy Soil,Kharif,Rajkot,Medium,Groundnut
66,38,36,15.28,53.06,5.98,155.04,Loamy Soil,Rabi,Mehsana,Low,Mustard
44,36,39,19.54,53.55,5.59,153.26,Sandy Soil,Rabi,Jamnagar,Low,Mustard
106,49,40,19.39,45.41,6.47,234.7,Alluvial Soil,Rabi,Mehsana,Medium,Wheat
90,43,47,28.62,69.11,8.0,982.87,Alluvial Soil,Kharif,Anand,High,Maize
50,41,35,29.91,69.06,6.33,707.11,Sandy Soil,Kharif,Amreli,Medium,Groundnut
61,44,44,18.66,56.8,5.82,155.26,Alluvial Soil,Rabi,Mehsana,Low,Mustard
27,43,42,19.3,46.52,6.62,168.85,Clay Soil,Rabi,Rajkot,Low,Gram
90,45,44,27.26,67.15,6.51,987.01,Red Soil,Kharif,Banaskantha,High,Maize
59,33,32,33.08,35.45,6.98,271.5,Loamy Soil,Kharif,Mehsana,Low,Bajra
92,47,43,27.04,68.43,6.65,951.55,Red Soil,Kharif,Banaskantha,High,Maize
60,30,48,19.05,49.46,6.56,207.35,Loamy Soil,Rabi,Jamnagar,Low,Mustard
41,55,34,21.25,39.48,6.85,130.4,Loamy Soil,Rabi,Junagadh,Low,Gram
98,47,46,20.8,47.72,6.99,220.47,Black Soil,Rabi,Banaskantha,Medium,Wheat
70,52,44,24.93,69.87,5.68,710.24,Alluvial Soil,Kharif,Anand,High,Maize
56,36,32,30.34,58.68,6.13,499.36,Alluvial Soil,Kharif,Anand,Low,Castor
46,34,27,30.4,57.56,7.32,542.13,Alluvial Soil,Kharif,Mehsana,Low,Castor
57,24,28,28.59,61.61,6.51,343.83,Alluvial Soil,Kharif,Anand,Low,Castor
88,49,47,20.36,50.97,5.94,184.23,Clay Soil,Rabi,Anand,Medium,Wheat
49,42,31,30.89,76.11,5.66,669.36,Black Soil,Kharif,Junagadh,Medium,Groundnut
100,51,39,31.44,63.86,6.1,789.25,Alluvial Soil,Kharif,Jamnagar,Medium,Cotton
97,42,54,19.68,44.46,6.37,159.88,Clay Soil,Rabi,Rajkot,Medium,Wheat
35,31,38,23.81,35.7,6.41,95.57,Loamy Soil,Rabi,Mehsana,Low,Cumin
41,46,27,21.48,41.53,5.86,124.76,Loamy Soil,Rabi,Vadodara,Low,Gram
21,55,24,21.71,41.12,6.73,179.48,Clay Soil,Rabi,Junagadh,Low,Gram
56,38,32,31.58,42.26,7.13,288.22,Sandy Soil,Kharif,Ahmedabad,Low,Bajra
42,45,28,28.81,70.61,6.45,722.35,Loamy Soil,Kharif,Jamnagar,Medium,Groundnut
52,41,26,32.6,41.65,5.99,296.74,Sandy Soil,Kharif,Jamnagar,Low,Bajra
42,35,27,24.89,43.4,6.13,125.22,Loamy Soil,Rabi,Banaskantha,Low,Cumin
81,39,43,19.47,46.9,5.56,257.39,Alluvial Soil,Rabi,Ahmedabad,Medium,Wheat
99,43,45,33.19,66.92,6.75,803.32,Alluvial Soil,Kharif,Amreli,High,Cotton
33,28,23,22.93,33.04,6.56,96.85,Alluvial Soil,Rabi,Jamnagar,Low,Cumin
75,33,34,32.9,35.73,6.72,276.17,Loamy Soil,Kharif,Kutch,Low,Bajra
79,48,46,27.79,73.36,5.7,903.86,Loamy Soil,Kharif,Anand,High,Maize
49,34,35,21.61,39.16,6.26,114.37,Alluvial Soil,Rabi,Rajkot,Low,Cumin
36,32,20,32.31,51.46,6.0,433.09,Alluvial Soil,Kharif,Bhavnagar,Low,Sesame
41,51,20,24.35,40.2,6.22,197.48,Black Soil,Rabi,Rajkot,Low,Gram
81,49,48,32.21,61.57,7.13,742.26,Black Soil,Kharif,Vadodara,Medium,Cotton
50,39,36,35.6,38.58,6.65,279.62,Sandy Soil,Kharif,Jamnagar,Low,Bajra
37,59,38,20.82,40.93,6.88,161.5,Black Soil,Rabi,Vadodara,Low,Gram
30,43,29,19.69,43.94,5.93,173.69,Black Soil,Rabi,Jamnagar,Low,Gram
55,36,20,31.0,54.84,6.29,437.9,Alluvial Soil,Kharif,Anand,Low,Castor
38,49,28,26.97,69.98,6.54,595.61,Black Soil,Kharif,Rajkot,Medium,Groundnut
58,31,39,34.01,38.66,6.79,314.14,Sandy Soil,Kharif,Jamnagar,Low,Bajra
39,38,23,24.12,39.46,6.32,145.22,Alluvial Soil,Rabi,Rajkot,Low,Cumin
32,26,25,29.2,46.97,5.59,431.03,Sandy Soil,Kharif,Rajkot,Low,Sesame
38,47,32,20.67,40.64,6.76,174.06,Clay Soil,Rabi,Junagadh,Low,Gram
39,36,28,23.74,36.73,6.32,129.05,Loamy Soil,Rabi,Mehsana,Low,Cumin
111,48,47,32.07,63.33,5.81,821.53,Alluvial Soil,Kharif,Bhavnagar,High,Cotton
26,20,25,28.86,53.24,6.29,445.27,Loamy Soil,Kharif,Amreli,Low,Sesame
29,33,25,31.32,51.28,6.05,345.29,Loamy Soil,Kharif,Rajkot,Low,Sesame
74,52,41,26.88,67.96,6.75,879.94,Red Soil,Kharif,Vadodara,High,Maize
56,30,36,35.45,39.36,6.06,281.1,Loamy Soil,Kharif,Ahmedabad,Low,Bajra
97,52,39,31.6,64.83,7.81,725.87,Alluvial Soil,Kharif,Vadodara,High,Cotton
61,33,31,31.34,46.91,7.71,242.48,Sandy Soil,Kharif,Ahmedabad,Low,Bajra
37,40,29,20.92,41.94,6.54,209.78,Loamy Soil,Rabi,Vadodara,Low,Gram
65,39,35,33.76,50.0,6.56,192.77,Loamy Soil,Kharif,Mehsana,Low,Bajra
61,31,36,21.48,53.29,6.59,156.02,Alluvial Soil,Rabi,Jamnagar,Low,Mustard
91,44,59,18.5,45.81,6.85,180.16,Alluvial Soil,Rabi,Anand,Medium,Wheat
44,40,32,28.92,67.34,7.56,635.84,Sandy Soil,Kharif,Junagadh,Medium,Groundnut
45,41,30,27.62,55.82,7.33,420.1,Alluvial Soil,Kharif,Banaskantha,Low,Castor
39,35,25,30.6,57.39,5.95,480.17,Alluvial Soil,Kharif,Rajkot,Low,Castor
72,38,34,18.61,50.56,6.26,135.56,Alluvial Soil,Rabi,Jamnagar,Low,Mustard
28,30,23,29.68,51.28,6.91,415.19,Alluvial Soil,Kharif,Bhavnagar,Low,Sesame
42,54,32,28.8,70.06,6.88,623.68,Loamy Soil,Kharif,Jamnagar,Medium,Groundnut
105,54,49,32.11,64.87,7.69,878.95,Alluvial Soil,Kharif,Surat,Medium,Cotton
43,38,29,30.64,53.04,6.88,431.46,Loamy Soil,Kharif,Banaskantha,Low,Castor
47,39,30,30.15,59.42,7.07,489.42,Sandy Soil,Kharif,Kutch,Low,Castor
50,30,25,32.29,61.94,6.66,421.67,Loamy Soil,Kharif,Anand,Low,Castor
108,54,50,29.89,65.17,6.74,848.6,Alluvial Soil,Kharif,Bhavnagar,Medium,Cotton
88,45,47,28.98,72.02,6.53,700.63,Alluvial Soil,Kharif,Ahmedabad,High,Maize
105,60,50,30.6,69.54,7.32,1000.0,Alluvial Soil,Kharif,Bhavnagar,Medium,Cotton
41,20,23,29.72,51.08,6.93,390.7,Loamy Soil,Kharif,Junagadh,Low,Sesame
95,52,42,17.97,44.66,6.07,206.75,Clay Soil,Rabi,Ahmedabad,Medium,Wheat
26,38,21,24.87,34.2,6.42,87.72,Alluvial Soil,Rabi,Kutch,Low,Cumin
34,46,30,27.07,72.31,6.67,578.18,Loamy Soil,Kharif,Bhavnagar,Medium,Groundnut
117,40,57,32.28,64.68,6.23,826.61,Alluvial Soil,Kharif,Amreli,High,Cotton
75,59,39,28.02,70.54,5.11,1019.5,Red Soil,Kharif,Ahmedabad,High,Maize
34,35,28,18.14,29.16,6.25,136.23,Alluvial Soil,Rabi,Rajkot,Low,Cumin
107,52,45,32.03,66.82,5.91,874.29,Black Soil,Kharif,Junagadh,Medium,Cotton
99,45,43,32.06,62.13,6.31,867.09,Black Soil,Kharif,Bhavnagar,High,Cotton
52,40,31,19.8,53.41,5.93,215.57,Alluvial Soil,Rabi,Ahmedabad,Low,Mustard
32,43,36,19.94,40.66,6.02,160.47,Loamy Soil,Rabi,Rajkot,Low,Gram
46,45,28,30.12,70.62,5.42,672.92,Loamy Soil,Kharif,Jamnagar,Medium,Groundnut
35,33,31,24.1,35.87,6.27,94.97,Alluvial Soil,Rabi,Rajkot,Low,Cumin
28,43,40,21.9,42.59,6.32,148.53,Clay Soil,Rabi,Jamnagar,Low,Gram
26,42,28,21.83,42.71,6.42,183.97,Clay Soil,Rabi,Ahmedabad,Low,Gram
34,46,30,17.16,41.48,6.89,205.58,Clay Soil,Rabi,Vadodara,Low,Gram
35,41,32,27.68,71.82,7.17,726.9,Sandy Soil,Kharif,Bhavnagar,Medium,Groundnut
89,53,49,27.87,70.92,6.28,855.88,Alluvial Soil,Kharif,Ahmedabad,High,Maize
111,53,53,33.47,63.12,6.09,805.21,Alluvial Soil,Kharif,Jamnagar,Medium,Cotton
94,42,42,18.91,43.75,6.52,226.12,Alluvial Soil,Rabi,Rajkot,Medium,Wheat
97,52,38,32.69,66.91,6.47,874.96,Alluvial Soil,Kharif,Junagadh,High,Cotton
46,27,25,29.02,59.56,7.08,519.87,Alluvial Soil,Kharif,Anand,Low,Castor
32,59,29,26.14,39.06,6.87,159.45,Clay Soil,Rabi,Vadodara,Low,Gram
41,38,32,28.51,72.11,6.86,654.95,Loamy Soil,Kharif,Junagadh,Medium,Groundnut
56,33,31,25.87,58.7,5.85,396.35,Sandy Soil,Kharif,Mehsana,Low,Castor
63,44,32,20.47,51.4,6.87,164.49,Alluvial Soil,Rabi,Mehsana,Low,Mustard
39,53,39,21.05,38.1,6.08,141.32,Clay Soil,Rabi,Vadodara,Low,Gram
46,34,38,33.9,37.41,6.56,272.14,Sandy Soil,Kharif,Jamnagar,Low,Bajra
44,37,35,20.05,51.06,6.22,194.2,Loamy Soil,Rabi,Ahmedabad,Low,Mustard
89,42,41,16.91,49.55,5.33,199.81,Alluvial Soil,Rabi,Mehsana,Medium,Wheat
97,52,39,31.27,65.37,5.92,825.05,Alluvial Soil,Kharif,Rajkot,Medium,Cotton
92,44,35,17.89,49.49,7.47,212.24,Loamy Soil,Rabi,Anand,Medium,Wheat
49,40,28,31.11,37.11,6.88,322.42,Sandy Soil,Kharif,Kutch,Low,Bajra
90,55,52,32.23,68.84,5.89,831.2,Alluvial Soil,Kharif,Amreli,High,Cotton
63,41,38,20.07,53.12,5.2,198.23,Sandy Soil,Rabi,Banaskantha,Low,Mustard
46,30,25,28.54,59.03,6.13,475.32,Alluvial Soil,Kharif,Mehsana,Low,Castor
93,53,37,31.27,61.36,6.57,866.3,Black Soil,Kharif,Vadodara,Medium,Cotton
108,46,50,32.67,68.53,7.88,826.16,Alluvial Soil,Kharif,Bhavnagar,High,Cotton
91,38,46,16.53,49.23,6.86,245.31,Alluvial Soil,Rabi,Banaskantha,Medium,Wheat
106,58,52,32.34,64.23,6.21,898.07,Alluvial Soil,Kharif,Jamnagar,High,Cotton
40,43,34,20.89,44.98,5.48,203.37,Clay Soil,Rabi,Ahmedabad,Low,Gram
34,55,39,23.64,42.8,6.25,184.89,Black Soil,Rabi,Ahmedabad,Low,Gram
38,28,22,30.34,50.46,6.22,371.23,Alluvial Soil,Kharif,Amreli,Low,Sesame
36,43,36,28.25,74.02,6.38,632.9,Black Soil,Kharif,Jamnagar,Medium,Groundnut
60,37,19,32.31,60.49,7.28,483.41,Sandy Soil,Kharif,Rajkot,Low,Castor
38,30,34,22.92,34.66,7.3,104.27,Loamy Soil,Rabi,Rajkot,Low,Cumin
105,46,46,21.01,46.08,6.98,187.44,Loamy Soil,Rabi,Mehsana,Medium,Wheat
89,46,43,20.08,49.55,7.0,256.2,Clay Soil,Rabi,Rajkot,Medium,Wheat
53,39,41,19.89,52.73,6.31,157.9,Alluvial Soil,Rabi,Jamnagar,Low,Mustard
68,40,34,20.33,49.93,5.87,118.96,Alluvial Soil,Rabi,Banaskantha,Low,Mustard
70,40,41,18.34,48.93,6.76,175.24,Alluvial Soil,Rabi,Jamnagar,Low,Mustard
36,32,31,25.37,32.74,6.89,101.48,Sandy Soil,Rabi,Jamnagar,Low,Cumin
39,28,28,20.69,36.47,7.41,72.54,Sandy Soil,Rabi,Mehsana,Low,Cumin
49,45,33,29.08,70.69,6.53,656.28,Sandy Soil,Kharif,Junagadh,Medium,Groundnut
108,50,30,31.5,61.54,5.68,717.5,Black Soil,Kharif,Bhavnagar,High,Cotton
52,42,32,20.16,54.71,6.42,180.44,Alluvial Soil,Rabi,Jamnagar,Low,Mustard
33,29,28,27.96,51.2,6.1,447.21,Sandy Soil,Kharif,Amreli,Low,Sesame
89,43,43,31.94,65.81,6.38,823.47,Alluvial Soil,Kharif,Rajkot,Medium,Cotton
36,49,35,27.75,69.61,6.76,599.1,Sandy Soil,Kharif,Junagadh,Medium,Groundnut
100,50,43,27.54,69.53,6.92,915.8,Loamy Soil,Kharif,Ahmedabad,High,Maize
99,46,48,20.04,44.41,6.06,189.29,Alluvial Soil,Rabi,Rajkot,Medium,Wheat
36,53,33,22.47,45.55,6.41,172.36,Clay Soil,Rabi,Ahmedabad,Low,Gram
37,35,30,24.5,37.59,7.06,118.63,Loamy Soil,Rabi,Kutch,Low,Cumin
50,46,32,20.18,50.96,7.34,164.12,Sandy Soil,Rabi,Ahmedabad,Low,Mustard
50,34,36,32.95,36.91,6.58,266.08,Sandy Soil,Kharif,Jamnagar,Low,Bajra
51,36,23,31.22,57.55,6.34,343.3,Loamy Soil,Kharif,Anand,Low,Castor
49,38,26,29.92,56.54,6.24,461.02,Sandy Soil,Kharif,Banaskantha,Low,Castor
56,29,22,33.8,38.22,5.87,309.5,Loamy Soil,Kharif,Banaskantha,Low,Bajra
62,51,31,16.73,55.44,7.43,147.0,Alluvial Soil,Rabi,Jamnagar,Low,Mustard
62,33,45,19.12,53.96,6.03,132.81,Loamy Soil,Rabi,Ahmedabad,Low,Mustard
50,39,24,26.67,53.96,6.7,498.21,Alluvial Soil,Kharif,Kutch,Low,Castor
93,55,50,33.43,61.0,5.34,857.2,Alluvial Soil,Kharif,Rajkot,High,Cotton
65,45,31,33.25,38.8,6.53,260.08,Loamy Soil,Kharif,Kutch,Low,Bajra
52,34,31,34.7,39.25,6.56,254.02,Sandy Soil,Kharif,Banaskantha,Low,Bajra
58,35,34,33.33,36.78,6.09,242.34,Sandy Soil,Kharif,Jamnagar,Low,Bajra
93,49,35,28.7,64.08,5.73,888.11,Alluvial Soil,Kharif,Ahmedabad,High,Maize
35,29,30,20.05,37.76,6.59,122.67,Alluvial Soil,Rabi,Jamnagar,Low,Cumin
96,62,48,32.66,67.22,6.71,855.93,Black Soil,Kharif,Surat,High,Cotton
60,26,39,33.45,36.3,6.16,260.96,Loamy Soil,Kharif,Kutch,Low,Bajra
76,47,42,27.41,68.34,6.89,939.36,Alluvial Soil,Kharif,Anand,High,Maize
39,31,28,19.62,42.23,6.66,137.03,Sandy Soil,Rabi,Banaskantha,Low,Cumin
41,30,30,29.02,71.52,6.27,597.93,Sandy Soil,Kharif,Jamnagar,Medium,Groundnut
36,28,26,30.28,51.16,6.75,380.49,Alluvial Soil,Kharif,Amreli,Low,Sesame
84,50,45,25.46,71.23,6.63,887.68,Red Soil,Kharif,Mehsana,High,Maize
35,19,23,30.21,57.05,5.9,395.09,Alluvial Soil,Kharif,Kutch,Low,Sesame
41,52,30,22.37,45.8,6.65,156.7,Clay Soil,Rabi,Ahmedabad,Low,Gram
97,52,53,33.7,64.63,6.31,796.27,Alluvial Soil,Kharif,Bhavnagar,High,Cotton
94,53,53,32.67,62.07,6.87,757.49,Alluvial Soil,Kharif,Amreli,Medium,Cotton
36,26,27,29.41,45.1,5.79,374.62,Sandy Soil,Kharif,Rajkot,Low,Sesame
41,53,29,21.09,38.26,7.0,204.86,Black Soil,Rabi,Ahmedabad,Low,Gram
91,51,41,26.5,77.75,7.27,933.03,Red Soil,Kharif,Banaskantha,High,Maize
29,31,23,25.45,48.69,6.44,412.93,Loamy Soil,Kharif,Bhavnagar,Low,Sesame
47,36,29,30.33,50.52,6.59,542.7,Alluvial Soil,Kharif,Rajkot,Low,Castor
30,32,27,23.52,33.21,5.75,90.73,Sandy Soil,Rabi,Kutch,Low,Cumin
31,28,26,28.42,45.23,5.8,442.63,Sandy Soil,Kharif,Kutch,Low,Sesame
56,38,33,36.22,39.03,5.37,282.78,Sandy Soil,Kharif,Banaskantha,Low,Bajra
30,37,29,21.03,43.2,6.59,193.83,Clay Soil,Rabi,Ahmedabad,Low,Gram
34,53,40,22.82,43.78,6.57,181.39,Loamy Soil,Rabi,Jamnagar,Low,Gram
37,47,31,25.77,71.32,5.96,663.36,Black Soil,Kharif,Amreli,Medium,Groundnut
103,41,49,21.38,45.67,6.06,190.8,Loamy Soil,Rabi,Anand,Medium,Wheat
31,50,33,22.13,41.5,6.85,146.65,Clay Soil,Rabi,Vadodara,Low,Gram
102,54,39,21.41,43.98,5.98,173.22,Loamy Soil,Rabi,Banaskantha,Medium,Wheat
61,26,27,34.95,42.45,6.64,196.55,Loamy Soil,Kharif,Ahmedabad,Low,Bajra
28,46,43,18.62,43.94,6.73,156.42,Loamy Soil,Rabi,Rajkot,Low,Gram
34,33,27,22.95,33.42,6.17,121.85,Loamy Soil,Rabi,Rajkot,Low,Cumin
47,34,24,28.11,59.78,6.91,482.24,Sandy Soil,Kharif,Rajkot,Low,Castor
34,58,37,21.65,44.02,6.38,173.93,Black Soil,Rabi,Jamnagar,Low,Gram
32,56,39,22.54,38.35,6.65,167.23,Loamy Soil,Rabi,Vadodara,Low,Gram
60,36,34,32.8,39.51,6.9,315.92,Sandy Soil,Kharif,Mehsana,Low,Bajra
37,26,23,31.67,45.94,5.81,358.65,Loamy Soil,Kharif,Rajkot,Low,Sesame
42,34,26,23.05,38.46,7.06,96.75,Sandy Soil,Rabi,Mehsana,Low,Cumin
74,40,48,18.48,50.51,7.67,221.88,Clay Soil,Rabi,Banaskantha,Medium,Wheat
29,19,19,32.8,48.67,5.61,413.96,Sandy Soil,Kharif,Amreli,Low,Sesame
30,22,25,33.34,51.87,7.68,394.51,Loamy Soil,Kharif,Rajkot,Low,Sesame
103,45,47,21.52,45.94,6.34,200.53,Clay Soil,Rabi,Rajkot,Medium,Wheat
68,36,33,32.26,34.33,6.46,319.45,Sandy Soil,Kharif,Kutch,Low,Bajra
55,43,26,29.14,54.95,6.71,393.56,Sandy Soil,Kharif,Kutch,Low,Castor
